x,Curve1
0.206,5.091
1.818,5.194
3.593,5.835
6.101,6.392
7.297,6.224
8.814,5.791
10.665,5.361
13.13,5.114
14.919,4.773
16.862,4.789
19.417,4.99
21.383,5.454
23.149,5.916
25.101,6.111
27.111,6.129
29.307,5.88
31.556,5.364
34.082,5.029
35.475,4.773
38.106,5.153
40.939,5.535
43.509,6.003
45.403,6.377
47.537,6.217
49.724,5.79
52.241,5.276
54.026,4.845
56.16,4.685
58.313,4.882
60.208,5.256
61.763,5.537
