x,Curve1
0.448,5.944
2.281,5.236
4.641,4.868
7.204,4.671
10.245,4.986
13.136,5.82
15.059,6.318
16.957,6.472
19.305,5.932
22.449,5.125
25.382,4.838
29.22,4.886
31.986,5.721
34.871,6.469
37.823,6.44
40.472,5.724
43.868,4.915
46.813,4.8
50.238,5.198
53.562,5.941
56.352,6.258
58.67,6.149
61.206,5.607
