x,Curve1
0.32,5.166
3.175,4.912
6.363,5.075
9.381,5.571
11.654,6.151
14.701,5.98
18.059,5.809
21.962,5.304
25.761,5.215
29.048,6.127
32.552,6.373
36.143,5.868
39.742,5.53
42.668,5.442
45.989,5.771
48.874,6.101
51.45,6.514
53.325,6.595
56.051,6.258
58.961,5.837
60.686,5.418
