x,Curve1
0.28,5.052
2.273,5.253
4.607,5.882
7.32,6.185
9.85,6.06
12.752,5.502
15.831,5.266
19.562,5.347
22.115,5.652
24.438,6.066
27.138,6.155
29.979,5.92
32.881,5.362
35.57,5.236
38.423,5.216
41.599,5.301
44.493,6.033
47.443,6.335
49.9,6.318
52.101,5.98
54.601,5.318
56.82,5.302
59.753,5.282
61.813,5.267
