x,Curve1
0.057,4.688
1.45,5.002
3.251,5.735
4.51,6.362
5.732,6.364
7.03,6.366
8.671,5.744
10.847,5.123
13.347,4.814
15.554,4.714
18.773,4.928
21.413,5.661
23.812,6.186
25.657,6.398
27.985,5.776
30.091,5.259
32.343,4.638
35.155,4.434
37.776,4.856
40.492,5.589
43.202,6.219
45.511,6.535
48.291,5.811
51.065,4.982
53.864,4.57
56.702,4.783
59.246,5.204
61.339,5.729
