x,Curve1
0.312,4.997
2.077,5.408
3.71,5.648
5.478,6.146
7.352,6.125
9.896,5.665
13.314,5.196
16.174,4.819
18.919,4.702
22.008,5.443
24.781,6.102
27.095,6.162
29.521,5.876
32.496,5.24
35.359,4.949
37.42,4.926
40.683,5.32
43.453,5.893
45.899,6.124
48.153,6.271
50.201,5.903
52.364,5.276
55.03,4.729
57.153,4.705
59.217,4.768
61.035,4.92
