x,Curve1
0.739,4.667
2.744,5.302
4.682,6.263
7.065,6.459
9.484,5.568
12.062,4.676
15.311,4.756
18.494,5.163
21.611,5.896
24.799,6.412
27.631,5.952
30.604,5.056
33.916,4.701
37.653,5.103
40.932,5.943
44.608,6.78
47.361,6.321
50.796,5.095
54.274,4.956
57.44,4.928
61.599,5.978
