x,Curve1
0.253,6.058
1.83,5.437
4.059,4.825
7.126,4.866
9.875,4.995
13.005,5.771
15.082,6.441
17.147,6.193
19.645,5.676
22.708,4.892
24.976,4.738
27.725,4.867
30.92,5.644
33.439,6.136
35.592,6.165
37.999,6.106
39.837,5.488
42.792,4.977
45.575,4.739
48.128,4.865
51.25,5.549
54.225,6.048
56.149,6.441
58.582,5.923
60.942,5.312
