x,Curve1
0.294,5.875
2.559,4.894
4.604,4.529
7.364,4.684
10.761,5.099
13.498,6.044
16.016,6.377
18.74,5.831
21.389,5.023
24.814,4.736
28.311,4.623
30.788,5.395
34.146,6.248
36.092,6.41
39.183,5.686
42.506,4.61
45.945,4.585
48.959,4.827
52.329,5.943
55.606,6.446
58.089,6.078
60.805,5.357
