x,Curve1
0.286,5.59
2.622,5.056
5.836,4.597
9.04,4.985
11.683,5.38
14.301,6.368
15.988,6.434
18.257,5.816
21.387,5.019
24.725,4.558
28.801,4.937
31.974,5.835
34.991,6.225
37.836,5.855
40.598,5.146
43.811,4.687
47.119,4.736
50.333,5.293
53.128,6.11
55.215,6.596
57.665,5.891
60.541,5.012
