x,Curve1
0.538,5.634
3.106,4.654
6.027,4.629
8.961,4.923
12.451,5.318
15.011,6.147
17.691,6.017
20.504,5.248
23.641,4.689
27.027,4.447
30.767,5.16
33.41,6.094
36.418,6.281
39.547,5.51
42.513,4.633
45.75,4.605
49.241,5
52.507,5.717
55.071,6.652
57.58,6.205
59.774,5.76
