x,Curve1
0.249,5.085
2.05,5.511
3.847,5.854
5.755,5.864
7.835,5.542
9.734,5.303
12.07,5.232
14.347,5.244
17.256,5.677
19.976,6.025
21.644,6.2
24.223,6.048
26.913,5.562
29.492,5.41
32.016,5.423
34.724,5.438
37.078,5.867
40.103,6.134
42.073,6.144
44.594,6.075
47.176,6.005
49.376,5.601
51.466,5.528
53.561,5.623
56.085,5.637
58.076,6.231
60.421,6.41
