x,Curve1
0.384,4.728
3.197,5.456
6.184,6.505
8.931,5.836
12.312,5.161
16.264,4.804
20.649,5.196
24.191,6.24
27.995,6.1
32.382,4.879
36.26,4.63
39.782,5.244
43.647,6.393
47.069,6.578
51.234,5.682
54.932,5.004
58.106,4.977
61.718,5.805
