x,Curve1
0.325,5.789
2.542,5.26
5.149,4.993
8.019,4.989
11.476,5.422
14.698,6.119
18.385,6.202
21.106,5.759
24.394,5.404
28.186,5.135
32.147,5.656
35.999,6.44
39.176,6.348
42.512,5.729
46.112,5.373
49.794,5.368
53.126,5.802
55.901,6.324
58.892,6.232
61.321,6.141
