x,Curve1
0.619,5.65
2.495,5.1
4.946,5.091
7.559,5.191
10.186,5.616
12.667,6.368
14.494,6.579
16.677,5.811
19.344,5.258
21.87,5.14
24.712,5.021
26.934,5.231
29.407,5.766
31.963,6.409
34.256,6.401
37.401,5.955
40.23,5.51
43.297,5.065
46.164,5.598
48.553,6.024
51.579,6.557
53.486,6.768
56.24,6.432
59.219,5.769
61.494,5.326
