x,Curve1
0.524,5.268
2.12,5.695
4.186,6.014
6.148,5.688
8.263,5.254
10.561,5.465
13.084,5.354
15.769,5.349
18.068,5.56
20.541,6.201
22.981,5.981
25.811,5.654
28.645,5.434
31.172,5.429
33.783,5.532
36.239,5.743
38.77,5.846
41.314,6.272
43.525,6.268
46.119,5.941
48.392,5.507
51.077,5.502
53.446,5.498
56.455,5.708
58.85,6.349
61.622,6.559
