x,Curve1
0.383,5.255
1.683,5.089
3.376,5.433
5.249,5.608
7.312,5.868
10.178,5.96
12.045,5.965
14.148,5.632
16.814,5.385
19.929,5.479
21.92,5.484
24.481,5.745
27.297,6.177
29.233,6.352
31.277,6.103
34.068,5.856
37.042,5.526
39.783,5.618
43.281,5.967
46.902,6.315
49.273,6.492
51.206,6.582
53.43,6.164
56.149,5.663
58.638,5.67
61.068,5.761
