x,Curve1
0.222,4.673
2.951,5.528
4.632,5.954
7.414,6.265
9.913,5.6
12.639,4.716
15.253,4.811
18.425,5.011
21.465,5.756
24.11,6.503
26.161,6.383
28.749,5.935
32.097,4.83
34.938,4.706
38.521,5.231
41.719,5.975
44.443,6.721
47.195,6.381
50.163,5.604
53.452,4.934
57.015,5.024
60.45,5.767
61.573,6.087
