x,Curve1
0.468,4.84
2.929,5.353
5.792,6.076
9.416,5.952
12.557,5.515
16.171,5.075
19.572,5.373
23.532,5.879
26.857,6.283
30.314,5.845
33.215,5.303
36.603,5.181
40.553,5.371
43.724,5.881
46.343,6.394
49.103,6.38
52.316,5.732
55.612,5.189
58.848,5.277
61.306,5.686
