x,Curve1
0.651,5.371
3.495,5.238
5.775,4.896
8.244,5.197
11.203,5.816
14.062,6.006
17.292,5.656
20.606,5.412
23.603,5.17
26.764,5.035
28.936,5.769
31.252,6.179
33.71,6.265
36.618,5.809
38.893,5.359
41.178,5.124
44.27,5.205
47.229,5.824
50.415,6.227
53.438,6.523
56.736,5.956
61.449,5.163
