x,Curve1
0.216,5.05
1.809,5.543
3.472,6.036
5.199,6.432
6.835,6.537
8.693,5.769
11.066,5.295
13.872,4.92
16.344,4.835
18.999,5.333
21.874,5.929
24.245,6.425
26.427,6.241
28.71,5.476
31.296,5.002
33.846,5.014
36.183,5.025
38.824,5.329
41.493,6.021
44.141,6.422
46.195,6.432
48.626,5.764
50.929,5.289
53.38,4.913
55.853,4.827
58.423,5.131
61.807,5.923
