x,Curve1
0.642,4.685
2.654,5.045
4.379,5.946
6.645,6.396
8.514,6.306
10.417,5.586
13.323,4.955
16.186,4.775
18.807,4.775
21.273,5.495
24.741,6.306
26.746,6.486
29.414,6.126
32.117,5.135
34.535,4.775
37.355,5.045
40.691,5.676
43.082,6.126
45.161,6.577
47.229,6.757
49.155,6.577
50.747,5.856
52.962,5.135
55.571,4.865
57.506,4.865
59.382,4.955
61.661,5.676
