x,Curve1
0.201,5.834
1.988,5.423
4.524,4.911
7.469,4.921
10.344,5.035
12.937,5.46
15.378,5.885
18.096,5.895
20.72,5.591
23.709,5.08
26.345,4.985
28.824,4.785
31.807,5.42
34.481,5.95
36.759,6.166
39.54,5.967
42.069,5.351
44.995,5.048
48.084,4.954
51.13,5.381
53.64,5.702
56.245,6.336
58.567,6.031
61.355,5.937
