x,Curve1
0.034,5.784
0.81,5.393
2.882,5.005
5.251,4.812
8.205,4.817
10.672,5.213
12.855,5.707
14.465,6.298
16.407,6.203
18.339,5.912
20.111,5.228
22.179,4.741
24.26,4.548
26.718,4.748
28.956,4.85
31.148,5.54
32.898,6.033
34.788,6.428
36.729,6.333
38.357,5.649
40.646,5.261
42.714,4.774
44.931,4.385
47.249,4.683
49.652,5.275
52.127,5.867
54.17,6.459
55.904,6.56
57.62,6.268
59.184,5.78
61.18,5.293
