x,Curve1
-0.002,5.67
2.043,5.66
4.607,5.441
7.329,5.324
10.505,5.205
13.773,5.395
16.132,5.589
18.951,5.884
21.521,5.768
24.151,5.343
26.942,5.122
29.583,4.903
31.568,5.202
35.296,5.493
38.803,5.888
41.367,5.669
44.381,5.344
46.934,4.919
49.347,4.701
52.405,5.201
55.072,5.497
57.199,5.589
60.461,5.676
61.906,5.772
