x,Curve1
0.727,5.528
4.029,5.192
7.176,4.963
11.359,5.048
14.301,5.777
17.15,6.081
20.218,5.853
23.579,4.878
26.73,4.755
31.256,5.689
34.667,6.31
37.591,6.507
40.88,5.746
44.096,5.197
47.086,4.969
50.566,5.27
53.504,5.893
55.972,6.625
58.394,5.868
61.065,5.535
