x,Curve1
0.194,5.131
1.555,4.856
4.182,4.926
6.328,5.353
8.901,5.6
11.462,5.581
13.385,5.302
15.986,4.841
18.484,4.823
21.869,5.064
24.331,5.577
27.405,5.821
30.403,5.799
33.307,5.159
35.859,4.964
39.427,5.115
43.188,5.353
46.908,6.035
49.094,6.019
51.717,6
54.112,5.187
56.972,4.901
60.095,4.878
61.464,4.78
