x,Curve1
0.144,6
1.249,5.398
2.678,5.296
4.372,4.893
5.8,4.791
8.693,5.086
11.012,5.382
13.216,6.079
15.334,6.575
16.884,6.173
18.715,5.67
20.395,5.067
22.103,4.864
24.529,4.66
27.121,4.756
29.59,5.152
31.579,5.849
33.919,6.445
35.355,6.443
37.394,5.839
39.583,5.336
42.548,4.631
45.34,4.526
48.549,5.221
51.751,5.816
54.457,6.512
56.431,6.008
58.764,5.505
60.868,4.801
