x,Curve1
0.103,5.883
1.68,5.501
3.886,5.123
6.456,4.943
9.678,5.062
12.65,5.571
15.49,6.177
18.123,5.9
21.3,5.43
24.197,4.958
26.767,4.778
29.585,5.09
32.487,5.599
34.901,6.105
37.207,6.119
39.971,5.745
43.078,5.274
45.494,4.897
48.219,4.915
51.331,5.425
54.451,6.033
56.36,6.339
58.706,5.962
61.331,5.587
