x,Curve1
0.006,5.213
1.766,5.541
3.693,6.402
5.522,6.518
7.027,5.994
9.378,5.793
10.585,5.48
12.401,5.171
13.837,4.859
15.735,4.762
18.03,5.2
20.014,5.423
21.707,6.07
23.773,6.506
25.523,6.515
27.107,6.098
28.618,5.787
30.656,5.265
32.779,5.063
34.982,4.968
36.509,5.189
39.039,5.841
41.34,6.491
43.787,6.929
45.831,6.62
47.941,5.993
50.356,5.367
52.631,5.166
54.916,5.285
57.509,5.511
59.351,6.052
61.262,6.381
