x,Curve1
0.341,5.826
2.051,5.043
4.205,4.522
6.937,4.522
9.865,4.783
12.506,5.652
15.019,6.435
17.853,5.826
20.994,5.13
24.085,4.783
27.625,4.783
31.197,5.652
33.7,6.174
36.007,6.435
38.599,6
41.92,5.13
45.012,4.783
47.682,4.783
50.757,5.652
53.205,6.348
55.512,6.609
57.866,6.435
60.572,5.739
