x,Curve1
0.198,5.249
1.843,5.262
4.195,5.182
6.609,5.895
8.762,6.011
10.836,6.028
13.085,5.551
15.636,5.274
18.568,5.298
21.666,5.62
24.693,5.941
27.195,5.961
29.777,6.081
32.328,5.804
35.014,5.43
37.072,5.248
39.583,5.368
42.244,5.587
44.707,6.003
47.447,6.322
49.95,6.342
53.137,5.972
55.243,5.493
57.945,5.317
61.321,5.542
