x,Curve1
0.421,4.7
2.553,5.039
5.271,5.89
7.15,6.144
9.56,5.799
12.712,5.367
15.984,4.85
18.85,4.931
22.493,5.61
25.753,6.118
28.362,6.029
30.768,5.598
34.6,5.08
37.955,4.99
41.651,5.498
45.107,6.177
48.102,6.344
51.677,5.655
54.389,5.138
57.678,4.963
61.25,5.471
