x,Curve1
0.15,5.657
1.41,5.158
3.264,4.966
5.412,4.875
7.208,4.884
8.729,5.093
10.544,5.405
12.731,5.921
14.044,6.231
15.891,5.937
18.163,5.544
20.148,5.15
22.649,4.96
24.934,4.769
27.376,4.781
29.295,5.599
31.11,5.911
33.225,6.426
34.708,6.029
37.051,5.637
39.761,5.347
42.314,4.855
44.39,4.764
46.995,5.08
49.26,5.697
51.441,6.112
53.759,6.426
56.331,6.237
58.584,5.541
61.417,4.949
