x,Curve1
0.544,4.835
2.546,5.466
4.543,5.99
7.061,5.865
10.431,5.411
13.554,4.744
16.55,4.723
20.213,5.45
23.565,6.287
25.541,6.381
27.955,5.719
30.532,5.163
33.597,4.927
36.756,5.012
39.625,5.637
42.656,6.369
45.579,6.456
48.224,5.685
51.584,5.016
54.417,4.889
57.266,5.084
59.667,5.82
61.658,6.236
