x,Curve1
0.064,4.849
1.401,5.154
3.341,5.763
4.756,6.169
6.099,6.576
7.467,6.174
9.415,5.672
11.009,5.372
13.335,5.072
15.814,4.874
18.017,4.979
20.458,5.387
22.393,5.895
24.327,6.404
26.085,6.406
28.405,6.006
30.353,5.504
32.741,5.003
34.854,4.805
37.418,4.809
39.797,5.419
42.763,6.03
44.99,6.538
47.188,6.542
49.057,5.939
51.072,5.336
53.314,4.835
55.212,4.737
57.416,4.842
59.93,5.25
61.633,5.556
