x,Curve1
-0.261,5.856
1.431,5.163
3.803,4.577
6.272,4.496
8.68,4.718
11.322,5.143
13.664,5.567
15.191,6.185
17.431,6.001
19.207,5.511
21.438,5.125
23.744,4.74
25.904,4.455
28.617,4.78
31.273,5.509
33.544,6.033
35.432,6.351
37.972,6.17
40.184,5.38
43.315,5.002
46.005,4.822
48.558,4.944
50.759,5.568
52.722,5.887
54.628,6.61
56.137,6.824
57.838,6.333
60.514,5.85
