x,Curve1
0.244,4.797
2.247,5.109
4.63,5.628
6.5,6.144
8.743,5.641
11.233,5.547
12.741,5.042
15.291,4.745
18.442,4.653
20.753,5.171
23.43,5.69
25.507,6.003
27.696,5.806
30.026,5.508
32.275,5.107
34.752,4.809
37.182,4.919
39.172,5.028
41.402,5.443
44.453,6.066
46.737,6.175
49.367,5.98
51.837,5.58
54.587,4.977
56.917,4.678
59.44,5.095
61.597,5.51
