x,Curve1
0.668,4.89
2.986,5.516
6.019,6.245
9.319,5.696
12.693,5.041
15.685,4.706
19.247,4.794
22.376,5.948
25.955,6.461
28.93,5.701
32.462,5.045
35.7,4.921
39.753,5.432
43.024,6.16
45.803,6.465
49.182,5.915
52.319,5.261
55.706,4.924
59.114,5.119
61.823,5.637
