x,Curve1
0.302,5.636
2.184,5.304
4.922,4.647
7.594,4.309
10.461,4.928
12.934,5.549
15.012,6.173
17.53,5.943
20.202,5.605
23.098,4.947
26.327,4.712
29.098,4.905
31.895,5.737
34.846,6.461
37.921,6.334
40.414,5.466
43.314,4.914
46.231,4.787
49.082,4.98
51.397,5.602
54.268,6.327
56.263,6.845
58.278,5.874
60.551,5.433
