x,Curve1
0.115,5.965
2.125,5.628
4.084,5.474
7.022,5.242
9.926,5.377
13.512,5.798
16.761,6.121
19.263,6.158
22.433,5.563
25.685,5.153
28.64,5.105
31.633,5.517
35.498,6.125
37.678,6.249
40.024,6.009
43.284,5.691
46.033,5.548
48.782,5.405
51.144,5.349
53.801,5.664
55.675,6.059
57.213,6.357
59.296,6.112
61.212,6.233
