x,Curve1
0.087,4.918
2.776,5.164
5.231,5.574
7.611,5.738
9.609,5.574
12.758,5.328
16.075,4.836
19.602,4.836
23.287,5.492
26.172,5.984
28.786,5.984
31.379,5.574
35.117,5
38.584,5
41.712,5.492
45.074,5.82
47.394,5.984
49.583,5.984
51.685,5.492
54.155,5.082
56.757,4.836
59.011,4.918
61.027,5.082
