x,Curve1
0.208,5.751
2.037,5.124
4.877,4.669
7.616,4.569
11.028,5.174
13.64,5.959
16.154,6.214
18.632,5.937
21.965,5.392
25.285,4.67
28.155,4.657
31.142,5.441
34.248,6.136
36.581,6.48
39.596,5.847
42.854,5.125
45.968,5.023
49.218,5.098
52.904,6.055
55.605,6.309
58.962,6.118
60.99,5.666
