x,Curve1
0.938,5.488
3.221,5.252
6.07,5.231
8.353,4.995
11.872,5.63
14.971,5.827
18.149,6.024
20.438,5.898
23.336,5.328
25.942,5.2
29.107,5.177
32.304,5.704
35.579,6.23
38.982,6.205
41.972,5.854
45.503,5.28
48.431,5.259
51.536,5.566
55.28,5.979
58.306,6.287
61.387,6.155
