x,Curve1
-0.006,4.848
1.351,4.963
3.795,5.492
6.252,6.324
7.731,5.935
9.994,5.553
12.127,5.473
14.527,4.991
16.518,4.91
19.376,5.14
21.673,5.567
24.754,6.001
27.109,6.125
29.162,5.842
31.781,5.464
34.253,4.983
36.457,4.904
38.754,5.331
41.332,5.659
43.843,6.088
45.49,6.306
47.707,6.53
50.246,5.949
53.293,5.575
55.484,5.192
57.764,5.215
59.763,5.335
61.486,5.655
