x,Curve1
0.227,5.241
2.357,5.068
4.508,5.299
7.078,5.366
9.291,5.597
11.513,5.988
14.305,5.651
16.923,5.476
20.392,5.216
23.814,5.198
26.589,5.667
30.09,5.971
32.821,5.635
36.342,5.213
39.51,5.035
42.827,5.34
46.82,5.723
49.517,5.87
51.726,6.019
53.301,5.769
55.657,5.273
58.515,5.016
60.889,4.842
