x,Curve1
0.222,5.713
2.814,5.283
5.717,4.851
8.019,4.841
10.412,5.42
13.009,6.333
15.186,6.324
17.289,6.064
20.677,5.378
23.891,4.944
26.379,4.934
28.892,5.428
31.418,6.174
33.803,6.584
37.084,6.235
40.526,5.38
43.433,5.032
46.614,5.187
48.941,5.682
51.454,6.176
53.466,6.588
56.016,6.577
58.786,5.978
61.233,5.128
