x,Curve1
0.286,6.082
2.096,5.158
4.423,4.899
6.875,4.722
8.547,5.049
11.448,5.37
14.061,6.193
15.364,6.521
17.684,6.095
20.251,5.668
22.934,5.074
25.199,4.814
28.023,4.72
29.941,5.045
32.062,5.87
34.477,6.36
36.69,6.351
39.007,5.842
41.558,4.998
44.564,4.819
47.951,4.972
51.172,5.626
53.216,6.034
55.57,6.524
57.469,6.35
59.661,5.758
61.004,5.502
