x,Curve1
0.164,6.086
1.997,5.383
4.766,4.849
7.3,4.665
10.219,4.826
13.04,5.684
15.727,6.281
18.257,6.01
21.398,5.475
24.288,4.854
26.636,4.67
29.623,5.005
32.381,5.863
35.75,6.457
38.281,6.186
41.346,5.303
44.741,4.941
48.459,4.925
51.769,5.607
54.776,6.464
57.248,6.279
60.754,5.569
